,user_id,monthly_income,monthly_outcome,class,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,maximum_credit_amount,current_balance,credit_limit,worst_delinquency_date,worst_delinquency_estimated,worst_delinquency_past_due_estimated,payments_per_year,loan_term,loan_amount,_has_account_closing_date
7529,418,42364,50613,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,3/1/16,214.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,214.0,0
7533,418,42364,50613,1,BANCO,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,1437.0,3/21/17,14300.0,11894.0,0.0,No,0.0,0.0,24,0.041666666666666664,1437.0,0
7538,418,42364,50613,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,12/21/12,2240.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2240.0,0
7689,425,19791,31584,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,3/25/15,5174.0,0.0,5174.0,No,0.0,0.0,26,0.15384615384615385,5174.0,1
7690,425,19791,31584,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,36.0,Quincenal,0.0,10/10/13,8542.0,0.0,0.0,No,0.0,0.0,24,1.5,8542.0,1
7691,425,19791,31584,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,11/11/14,5174.0,0.0,5174.0,No,0.0,0.0,26,0.15384615384615385,5174.0,1
7692,425,19791,31584,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,3/26/14,3150.0,0.0,3150.0,No,0.0,0.0,26,0.15384615384615385,3150.0,1
7693,425,19791,31584,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,1/7/14,3150.0,0.0,3150.0,No,0.0,0.0,26,0.15384615384615385,3150.0,1
7706,428,912,42705,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,620.0,10/5/16,4464.0,3877.0,4464.0,No,0.0,0.0,24,1.0,14880.0,0
7708,428,912,42705,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,7/26/13,1069.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1069.0,0
7751,433,18796,4482,1,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Quincenal,746.0,12/2/15,18000.0,17101.0,0.0,No,0.0,0.0,24,4.958333333333333,88774.0,0
7756,434,417,11,0,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,31.0,Semanal,68.0,4/14/15,1117.0,957.0,0.0,1/31/16,24.0,957.0,52,0.5961538461538461,1236.125,0
7757,434,417,11,0,MICROFINANCIERA,Pagos Fijos,Grupo Solidario,16.0,Semanal,0.0,2/22/17,22480.0,0.0,22480.0,No,0.0,0.0,52,0.3076923076923077,22480.0,1
7857,441,129,2279,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,3413.0,1/26/16,172067.0,106514.0,172067.0,No,0.0,0.0,12,5.0,204780.0,0
7887,444,59514,2955,1,KONFIO,Pagos Fijos,Préstamo Personal ,24.0,Quincenal,1975.0,5/8/17,30000.0,23225.0,0.0,No,0.0,0.0,24,1.0,47400.0,0
7888,444,59514,2955,1,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,803.0,8/25/17,6171.0,5765.0,0.0,No,0.0,0.0,26,0.38461538461538464,8030.0,0
7903,446,9804,26011,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,10/31/17,2500.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2500.0,1
7904,446,9804,26011,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,0.0,10/7/15,1000.0,0.0,1000.0,10/31/15,22.0,1250.0,24,0.041666666666666664,56.81818181818182,1
7907,446,9804,26011,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,7705.0,12/6/17,6000.0,7705.0,0.0,No,0.0,0.0,12,0.08333333333333333,7705.0,0
8019,452,1718,108614,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,0.0,12/21/10,17238.0,0.0,0.0,6/7/11,6.0,221.0,52,1.5,2873.0,1
8020,452,1718,108614,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,78.0,Semanal,0.0,5/27/12,28989.0,0.0,0.0,No,0.0,0.0,52,1.5,28989.0,1
8021,452,1718,108614,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,4/18/16,16960.0,0.0,0.0,5/16/16,3.0,212.0,52,1.5384615384615385,5653.333333333334,1
8022,452,1718,108614,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,4/18/16,1600.0,0.0,0.0,5/16/16,3.0,20.0,52,1.5384615384615385,533.3333333333334,1
8023,452,1718,108614,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,102.0,Semanal,342.0,11/20/16,34846.0,20482.0,0.0,No,0.0,0.0,52,1.9615384615384615,34884.0,0
8026,452,1718,108614,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,1/13/10,8624.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,8624.0,1
8098,460,3690,189,0,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,9/25/13,23520.0,0.0,0.0,12/25/13,5.0,294.0,52,1.5384615384615385,4704.0,1
8099,460,3690,189,0,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,85.0,Semanal,10558.0,10/27/14,20825.0,10558.0,0.0,8/15/16,84.0,10558.0,52,1.6346153846153846,10683.690476190475,0
8118,462,262,635,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,780.0,5/29/17,5580.0,5378.0,5580.0,No,0.0,0.0,52,1.0,40560.0,0
8119,462,262,635,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Trimestral,404.0,3/1/17,4000.0,1815.0,0.0,No,0.0,0.0,4,3.0,4848.0,0
8123,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,18.0,Mensual,1959.0,12/17/15,35270.0,16090.0,0.0,No,0.0,0.0,12,1.5,35262.0,0
8124,463,17202,9805,1,BANCO,Pagos Fijos,Mejoras a la Casa,1.0,Mensual,0.0,1/2/14,44099.0,0.0,44099.0,No,0.0,0.0,12,0.08333333333333333,44099.0,1
8125,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,18.0,Mensual,0.0,12/3/13,25883.0,0.0,0.0,No,0.0,0.0,12,1.5,25883.0,1
8127,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,18.0,Mensual,0.0,1/10/12,23933.0,0.0,0.0,No,0.0,0.0,12,1.5,23933.0,1
8128,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,4.0,Mensual,0.0,8/1/11,1274.0,0.0,0.0,No,0.0,0.0,12,0.3333333333333333,1274.0,1
8129,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,11.0,Mensual,0.0,12/28/10,13319.0,0.0,0.0,No,0.0,0.0,12,0.9166666666666666,13319.0,1
8130,463,17202,9805,1,GUBERNAMENTALES,Pagos Fijos,Préstamo Personal ,11.0,Mensual,0.0,9/6/10,290.0,0.0,0.0,No,0.0,0.0,12,0.9166666666666666,290.0,1
8171,468,93195,36198,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,11/5/05,799.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,799.0,1
8213,473,65090,20108,0,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Quincenal,764858.0,7/15/16,665000.0,764858.0,0.0,Missing,18.0,764858.0,24,4.958333333333333,5056561.222222222,0
8214,473,65090,20108,0,BANCO,Pagos Fijos,Préstamo Personal ,119.0,Quincenal,136035.0,5/27/16,120000.0,136035.0,0.0,Missing,18.0,136035.0,24,4.958333333333333,899342.5,0
8288,477,71768,19208,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/15/13,5633.0,0.0,17946.0,1/31/15,13.0,5633.0,12,1.0,5199.692307692308,1
8289,477,71768,19208,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/22/13,1475.0,0.0,15300.0,No,0.0,0.0,12,1.0,1475.0,1
8290,477,71768,19208,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,13.0,Mensual,0.0,12/18/13,5545.0,0.0,18927.0,3/31/15,13.0,5545.0,12,1.0833333333333333,5545.0,1
8291,477,71768,19208,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/12/13,15300.0,0.0,15300.0,No,0.0,0.0,12,1.0,15300.0,1
8292,477,71768,19208,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Quincenal,0.0,5/19/16,2000.0,0.0,2000.0,6/15/16,2.0,1375.0,24,0.08333333333333333,1375.0,1
8299,477,71768,19208,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1322.0,7/18/16,30000.0,23693.0,0.0,No,0.0,0.0,12,3.0,47592.0,0
8300,477,71768,19208,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,7/23/14,560.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,560.0,0
8394,483,702042,9408,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,3/30/15,1487.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1487.0,0
9027,502,9489,14879,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,31.0,Semanal,308.0,6/30/17,5117.0,9671.0,0.0,No,0.0,0.0,52,0.5961538461538461,9548.0,0
9028,502,9489,14879,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,2/16/17,2000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
9029,502,9489,14879,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,3/21/17,2500.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2500.0,1
9030,502,9489,14879,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/6/17,4000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,4000.0,1
9031,502,9489,14879,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,5/3/17,5000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,5000.0,1
9032,502,9489,14879,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,7030.0,6/5/17,5000.0,7030.0,0.0,No,0.0,0.0,12,0.08333333333333333,7030.0,0
9122,511,3225,245,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,0.0,12/7/15,1000.0,0.0,1000.0,12/31/15,5.0,1250.0,24,0.041666666666666664,250.0,1
9125,512,15884,13786,1,KONFIO,Pagos Fijos,Préstamo Personal ,8.0,Quincenal,3418.0,3/7/17,20000.0,15919.0,0.0,No,0.0,0.0,24,0.3333333333333333,27344.0,0
9126,512,15884,13786,1,KONFIO,Pagos Fijos,Préstamo Personal ,8.0,Quincenal,0.0,3/7/17,20000.0,0.0,0.0,No,0.0,0.0,24,0.3333333333333333,20000.0,1
9127,512,15884,13786,1,KONFIO,Pagos Fijos,Préstamo Personal ,6.0,Quincenal,0.0,5/25/17,30000.0,0.0,0.0,No,0.0,0.0,24,0.25,30000.0,1
9128,512,15884,13786,1,KONFIO,Pagos Fijos,Préstamo Personal ,12.0,Quincenal,4241.0,8/21/17,40000.0,37576.0,0.0,No,0.0,0.0,24,0.5,50892.0,0
9177,517,2146,90,1,BANCOS,Pagos Fijos,Grupo Solidario,20.0,Semanal,0.0,6/23/11,7180.0,0.0,0.0,10/26/11,11.0,480.0,52,0.38461538461538464,872.7272727272726,1
9178,517,2146,90,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,4177.0,3/10/17,2500.0,4177.0,0.0,No,0.0,0.0,12,0.08333333333333333,4177.0,0
9179,517,2146,90,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,2/7/17,2000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
9180,518,2702,2493,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,2/11/17,425.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,425.0,0
9234,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,3/21/01,1214.0,0.0,0.0,No,0.0,0.0,52,0.5,1214.0,1
9235,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,5/10/01,4195.0,0.0,0.0,11/1/01,2.0,331.0,52,0.5,4303.0,1
9236,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,1/12/02,17708.0,0.0,0.0,1/11/03,5.0,1584.0,52,1.0192307692307692,16790.4,1
9237,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,3/17/03,3563.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,3563.0,1
9238,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,5/1/03,2140.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,2140.0,1
9239,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,52.0,Semanal,0.0,1/1/11,9413.0,0.0,0.0,12/10/11,13.0,2353.0,52,1.0,9412.0,1
9240,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,100.0,Semanal,10691.0,12/22/12,25755.0,10691.0,0.0,11/22/14,96.0,10691.0,52,1.9230769230769231,11136.458333333332,0
9241,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,100.0,Semanal,210.0,12/22/12,500.0,210.0,0.0,11/22/14,96.0,210.0,52,1.9230769230769231,218.75,0
9242,523,9974,121,0,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,11.0,Semanal,0.0,2/26/01,814.0,0.0,0.0,No,0.0,0.0,52,0.21153846153846154,814.0,1
9243,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39.0,Semanal,0.0,4/1/04,10500.0,0.0,0.0,No,0.0,0.0,52,0.75,10500.0,1
9244,523,9974,121,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,7/6/08,6239.0,0.0,6239.0,12/14/08,11.0,1535.0,52,1.3461538461538463,9768.181818181818,1
9308,527,9404,1000,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,36.0,Mensual,834.0,1/16/17,30000.0,29355.0,0.0,No,0.0,0.0,12,3.0,30024.0,0
9309,527,9404,1000,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,60.0,Mensual,0.0,8/19/13,85000.0,0.0,0.0,No,0.0,0.0,12,5.0,85000.0,1
9310,527,9404,1000,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,3/16/12,40000.0,0.0,0.0,No,0.0,0.0,12,2.0,40000.0,1
9330,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,7/11/08,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9331,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,1/19/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9332,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/31/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9333,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/10/08,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9334,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/12/08,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9335,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,1/12/09,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9336,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,5/1/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9337,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/21/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9338,531,54311,164359,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/7/11,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
9343,531,54311,164359,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,3/27/14,522.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,522.0,0
9348,531,54311,164359,1,FINANCIERA,Pagos Fijos,Préstamo Garantizado,1.0,Anual,0.0,8/31/16,5000.0,0.0,0.0,No,0.0,0.0,1,1.0,5000.0,1
9375,534,103988,4347,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,0.0,1/24/14,1000.0,0.0,1000.0,No,0.0,0.0,24,0.041666666666666664,1000.0,1
9376,534,103988,4347,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Quincenal,1425.0,1/27/15,1200.0,1425.0,1200.0,7/31/17,11.0,1425.0,24,0.041666666666666664,129.54545454545453,0
9515,543,46419,31266,1,BANCO,Pagos Fijos,Préstamo de Nomina,72.0,Quincenal,0.0,5/1/17,133000.0,0.0,133000.0,No,0.0,0.0,24,3.0,133000.0,1
9697,558,34684,9528,1,KONFIO-10319,Pagos Fijos,Préstamo Personal ,13.0,Quincenal,4236.0,9/6/16,40000.0,19628.0,0.0,No,0.0,0.0,24,0.5416666666666666,55068.0,0
9698,558,34684,9528,1,KONFIO,Pagos Fijos,Préstamo Personal ,2.0,Quincenal,0.0,8/4/16,10000.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,10000.0,0
9771,562,19638,43342,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,102.0,7/15/16,110000.0,4230.0,0.0,No,0.0,0.0,12,4.0,4896.0,0
9802,565,1901413,58179,1,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50.0,Semanal,0.0,5/31/08,8321.0,0.0,8321.0,10/4/08,2.0,320.0,52,0.9615384615384616,8000.0,1
9805,565,1901413,58179,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,6/22/09,237.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,237.0,0
9851,569,110,5858,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,11/3/16,658.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,658.0,0
9854,569,110,5858,1,BANCO,Pagos Fijos,Préstamo de Nomina,119.0,Quincenal,546.0,7/2/15,16113.0,14047.0,0.0,No,0.0,0.0,24,4.958333333333333,64974.0,0
9855,569,110,5858,1,BANCO,Pagos Fijos,Préstamo de Nomina,71.0,Quincenal,592.0,3/24/15,25000.0,7723.0,0.0,No,0.0,0.0,24,2.9583333333333335,42032.0,0
9858,570,6083,5627,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,1206.0,1/1/17,26091.0,25127.0,26091.0,No,0.0,0.0,12,4.0,57888.0,0
9869,570,6083,5627,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,60.0,Mensual,0.0,11/29/11,207536.0,0.0,207536.0,No,0.0,0.0,12,5.0,207536.0,1
9872,571,4198,935,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,78.0,Semanal,2132.0,12/19/10,2968.0,2132.0,0.0,9/2/12,96.0,3095.0,52,1.5,2514.6875,0
9873,571,4198,935,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,3/22/13,5006.0,0.0,5006.0,No,0.0,0.0,52,0.3076923076923077,5006.0,1
9874,571,4198,935,0,BANCOS,Pagos Fijos,Préstamo Personal ,16.0,Semanal,0.0,7/12/13,9064.0,0.0,9064.0,No,0.0,0.0,52,0.3076923076923077,9064.0,1
9943,577,28534,11566,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/24/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
9944,577,28534,11566,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/24/08,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
9945,577,28534,11566,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/5/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
9946,577,28534,11566,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,9/16/06,20400.0,0.0,20400.0,No,0.0,0.0,12,1.0,20400.0,1
9947,577,28534,11566,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,12/19/14,156945.0,0.0,156945.0,No,0.0,0.0,12,1.0,156945.0,1
9948,577,28534,11566,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,7/3/15,156945.0,0.0,156945.0,No,0.0,0.0,12,2.0,156945.0,1
9949,577,28534,11566,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,7/20/15,156945.0,0.0,156945.0,11/30/16,3.0,20876.0,12,2.0,167008.0,1
9950,577,28534,11566,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,24.0,Mensual,62981.0,12/2/16,156945.0,62981.0,156945.0,No,0.0,0.0,12,2.0,1511544.0,0
9951,577,28534,11566,1,TIENDA DE AUTOSERVICIO,Pagos Fijos,Crédito al Consumo,24.0,Quincenal,0.0,12/16/04,1.0,0.0,0.0,No,0.0,0.0,24,1.0,1.0,1
9952,577,28534,11566,1,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Crédito al Consumo,24.0,Quincenal,0.0,6/16/07,1.0,0.0,0.0,No,0.0,0.0,24,1.0,1.0,1
9955,577,28534,11566,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,60.0,Mensual,15538.0,12/8/16,430000.0,422087.0,430000.0,No,0.0,0.0,12,5.0,932280.0,0
9960,577,28534,11566,1,BANCO,Pagos Fijos,Préstamo Personal ,4.0,Trimestral,0.0,1/6/14,1330.0,0.0,0.0,No,0.0,0.0,4,1.0,1330.0,1
9977,580,115332,339328,1,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,8/31/13,1531.0,0.0,5523.0,No,0.0,0.0,12,1.0,1531.0,1
9979,580,115332,339328,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,30.0,Mensual,3317.0,5/13/17,70000.0,65523.0,0.0,No,0.0,0.0,12,2.5,99510.0,0
9981,580,115332,339328,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,11/21/13,2886.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2886.0,0
9984,580,115332,339328,1,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,12.0,Mensual,0.0,10/27/12,2598.0,0.0,3500.0,No,0.0,0.0,12,1.0,2598.0,1
10013,582,187407,380204,1,BANCO,Pagos Fijos,Préstamo Personal ,60.0,Mensual,4526.0,8/11/16,291000.0,245626.0,0.0,No,0.0,0.0,12,5.0,271560.0,0
10020,582,187407,380204,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,18.0,Mensual,0.0,5/31/12,341960.0,0.0,341960.0,No,0.0,0.0,12,1.5,341960.0,1
10099,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Quincenal,0.0,5/20/13,500.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,500.0,1
10100,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Quincenal,0.0,7/10/13,800.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,800.0,1
10101,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Mensual,0.0,8/12/13,1400.0,0.0,0.0,No,0.0,0.0,12,0.16666666666666666,1400.0,1
10102,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Mensual,0.0,9/5/13,600.0,0.0,0.0,9/22/13,1.0,295.0,12,0.16666666666666666,590.0,1
10103,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Quincenal,0.0,9/17/13,800.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,800.0,1
10104,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Línea de Crédito,2.0,Quincenal,0.0,9/30/13,800.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,800.0,1
10106,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Préstamo de Nomina,2.0,Quincenal,0.0,10/14/13,800.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,800.0,1
10107,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Préstamo de Nomina,2.0,Quincenal,0.0,12/5/13,1000.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,1000.0,1
10108,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Préstamo de Nomina,2.0,Quincenal,0.0,12/10/13,700.0,0.0,0.0,No,0.0,0.0,24,0.08333333333333333,700.0,1
